"county","cousub20","tract","CountyName","MCDName","hus20","afact"
"09009","34950","1903.03","New Haven CT","Guilford town, New Haven CT",1378,0.1422 
"09009","35650","1651.00","New Haven CT","Hamden town, New Haven CT",1621,0.0624 
"09009","35650","1652.00","New Haven CT","Hamden town, New Haven CT",1175,0.0452 
"09009","35650","1653.00","New Haven CT","Hamden town, New Haven CT",1061,0.0408 
"09009","35650","1654.00","New Haven CT","Hamden town, New Haven CT",3097,0.1192 
"09009","35650","1655.00","New Haven CT","Hamden town, New Haven CT",1966,0.0757 
"09009","35650","1656.00","New Haven CT","Hamden town, New Haven CT",2471,0.0951 
"09009","35650","1657.00","New Haven CT","Hamden town, New Haven CT",1576,0.0607 
"09009","35650","1658.01","New Haven CT","Hamden town, New Haven CT",2837,0.1092 
"09009","35650","1658.02","New Haven CT","Hamden town, New Haven CT",1547,0.0595 
"09009","35650","1659.00","New Haven CT","Hamden town, New Haven CT",2790,0.1074 
"09009","35650","1660.02","New Haven CT","Hamden town, New Haven CT",2072,0.0797 
"09009","35650","1660.03","New Haven CT","Hamden town, New Haven CT",1344,0.0517 
"09009","35650","1660.04","New Haven CT","Hamden town, New Haven CT",2427,0.0934 
"09009","44560","1941.01","New Haven CT","Madison town, New Haven CT",1357,0.1684 
"09009","44560","1941.02","New Haven CT","Madison town, New Haven CT",1837,0.2279 
"09009","44560","1942.01","New Haven CT","Madison town, New Haven CT",2851,0.3537 
"09009","44560","1942.02","New Haven CT","Madison town, New Haven CT",2015,0.25 
"09009","46520","1701.00","New Haven CT","Meriden town, New Haven CT",838,0.032 
"09009","46520","1702.00","New Haven CT","Meriden town, New Haven CT",831,0.0317 
"09009","46520","1703.00","New Haven CT","Meriden town, New Haven CT",915,0.035 
"09009","46520","1704.00","New Haven CT","Meriden town, New Haven CT",755,0.0288 
"09009","46520","1705.00","New Haven CT","Meriden town, New Haven CT",2104,0.0804 
"09009","46520","1706.00","New Haven CT","Meriden town, New Haven CT",1128,0.0431 
"09009","46520","1707.00","New Haven CT","Meriden town, New Haven CT",1069,0.0408 
"09009","46520","1708.00","New Haven CT","Meriden town, New Haven CT",2551,0.0975 
"09009","46520","1709.00","New Haven CT","Meriden town, New Haven CT",1364,0.0521 
"09009","46520","1710.00","New Haven CT","Meriden town, New Haven CT",955,0.0365 
"09009","46520","1711.00","New Haven CT","Meriden town, New Haven CT",2501,0.0955 
"09009","46520","1712.01","New Haven CT","Meriden town, New Haven CT",1903,0.0727 
"09009","46520","1712.02","New Haven CT","Meriden town, New Haven CT",1553,0.0593 
"09009","46520","1713.00","New Haven CT","Meriden town, New Haven CT",1498,0.0572 
"09009","46520","1714.00","New Haven CT","Meriden town, New Haven CT",887,0.0339 
"09009","46520","1715.00","New Haven CT","Meriden town, New Haven CT",1413,0.054 
"09009","46520","1716.00","New Haven CT","Meriden town, New Haven CT",2251,0.086 
"09009","46520","1717.00","New Haven CT","Meriden town, New Haven CT",1661,0.0635 
"09009","46940","3441.00","New Haven CT","Middlebury town, New Haven CT",1837,0.6029 
"09009","46940","3442.00","New Haven CT","Middlebury town, New Haven CT",1210,0.3971 
"09009","47535","1501.00","New Haven CT","Milford town, New Haven CT",2408,0.1014 
"09009","47535","1502.00","New Haven CT","Milford town, New Haven CT",1576,0.0664 
"09009","47535","1503.00","New Haven CT","Milford town, New Haven CT",1788,0.0753 
"09009","47535","1504.00","New Haven CT","Milford town, New Haven CT",2132,0.0898 
"09009","47535","1505.00","New Haven CT","Milford town, New Haven CT",1791,0.0754 
"09009","47535","1506.00","New Haven CT","Milford town, New Haven CT",2774,0.1168 
"09009","47535","1507.00","New Haven CT","Milford town, New Haven CT",1557,0.0656 
"09009","47535","1508.00","New Haven CT","Milford town, New Haven CT",1687,0.071 
"09009","47535","1509.00","New Haven CT","Milford town, New Haven CT",1668,0.0702 
"09009","47535","1510.00","New Haven CT","Milford town, New Haven CT",2112,0.0889 
"09009","47535","1511.00","New Haven CT","Milford town, New Haven CT",2887,0.1216 
"09009","47535","1512.00","New Haven CT","Milford town, New Haven CT",1369,0.0576 
"09009","49950","3451.00","New Haven CT","Naugatuck town, New Haven CT",2991,0.2259 
"09009","49950","3452.01","New Haven CT","Naugatuck town, New Haven CT",2771,0.2092 
"09009","49950","3452.02","New Haven CT","Naugatuck town, New Haven CT",1633,0.1233 
"09009","49950","3453.00","New Haven CT","Naugatuck town, New Haven CT",2830,0.2137 
"09009","49950","3454.00","New Haven CT","Naugatuck town, New Haven CT",3014,0.2276 
"09009","49950","3472.00","New Haven CT","Naugatuck town, New Haven CT",4,0.0003 
"09009","52070","1401.01","New Haven CT","New Haven town, New Haven CT",1011,0.0176 
"09009","52070","1401.02","New Haven CT","New Haven town, New Haven CT",2060,0.0358 
"09009","52070","1402.00","New Haven CT","New Haven town, New Haven CT",473,0.0082 
"09009","52070","1403.00","New Haven CT","New Haven town, New Haven CT",955,0.0166 
"09009","52070","1404.00","New Haven CT","New Haven town, New Haven CT",1349,0.0235 
"09009","52070","1405.00","New Haven CT","New Haven town, New Haven CT",1330,0.0231 
"09009","52070","1406.00","New Haven CT","New Haven town, New Haven CT",1821,0.0317 
"09009","52070","1407.00","New Haven CT","New Haven town, New Haven CT",2252,0.0391 
"09009","52070","1408.00","New Haven CT","New Haven town, New Haven CT",1670,0.029 
"09009","52070","1409.00","New Haven CT","New Haven town, New Haven CT",2123,0.0369 
"09009","52070","1410.00","New Haven CT","New Haven town, New Haven CT",1872,0.0325 
"09009","52070","1411.00","New Haven CT","New Haven town, New Haven CT",1154,0.0201 
"09009","52070","1412.00","New Haven CT","New Haven town, New Haven CT",1940,0.0337 
"09009","52070","1413.01","New Haven CT","New Haven town, New Haven CT",2275,0.0395 
"09009","52070","1414.00","New Haven CT","New Haven town, New Haven CT",2017,0.0351 
"09009","52070","1415.00","New Haven CT","New Haven town, New Haven CT",3052,0.0531 
"09009","52070","1416.00","New Haven CT","New Haven town, New Haven CT",2088,0.0363 
"09009","52070","1418.00","New Haven CT","New Haven town, New Haven CT",1962,0.0341 
"09009","52070","1419.00","New Haven CT","New Haven town, New Haven CT",2868,0.0499 
"09009","52070","1420.00","New Haven CT","New Haven town, New Haven CT",2162,0.0376 
"09009","52070","1421.00","New Haven CT","New Haven town, New Haven CT",615,0.0107 
"09009","52070","1422.00","New Haven CT","New Haven town, New Haven CT",1071,0.0186 
"09009","52070","1423.00","New Haven CT","New Haven town, New Haven CT",2143,0.0373 
"09009","52070","1424.00","New Haven CT","New Haven town, New Haven CT",2142,0.0372 
"09009","52070","1425.00","New Haven CT","New Haven town, New Haven CT",2229,0.0387 
"09009","52070","1426.01","New Haven CT","New Haven town, New Haven CT",2554,0.0444 
"09009","52070","1426.04","New Haven CT","New Haven town, New Haven CT",1136,0.0197 
"09009","52070","1426.05","New Haven CT","New Haven town, New Haven CT",2330,0.0405 
"09009","52070","1427.00","New Haven CT","New Haven town, New Haven CT",2704,0.047 
"09009","52070","1428.00","New Haven CT","New Haven town, New Haven CT",2110,0.0367 
"09009","52070","3614.01","New Haven CT","New Haven town, New Haven CT",1773,0.0308 
"09009","52070","3614.02","New Haven CT","New Haven town, New Haven CT",284,0.0049 
"09009","53890","1861.00","New Haven CT","North Branford town, New Haven CT",3040,0.5397 
"09009","53890","1862.00","New Haven CT","North Branford town, New Haven CT",2593,0.4603 
"09009","54870","1671.01","New Haven CT","North Haven town, New Haven CT",1769,0.1772 
"09009","54870","1671.02","New Haven CT","North Haven town, New Haven CT",1663,0.1666 
"09009","54870","1672.01","New Haven CT","North Haven town, New Haven CT",1775,0.1778 
"09009","54870","1672.02","New Haven CT","North Haven town, New Haven CT",1962,0.1966 
"09009","54870","1673.01","New Haven CT","North Haven town, New Haven CT",2812,0.2817 
"09009","57600","1571.00","New Haven CT","Orange town, New Haven CT",1169,0.2133 
"09009","57600","1572.00","New Haven CT","Orange town, New Haven CT",1386,0.2529 
"09009","57600","1573.00","New Haven CT","Orange town, New Haven CT",1345,0.2454 
"09009","57600","1574.00","New Haven CT","Orange town, New Haven CT",1580,0.2883 
"09009","58300","3461.01","New Haven CT","Oxford town, New Haven CT",2829,0.5633 
"09009","58300","3461.02","New Haven CT","Oxford town, New Haven CT",2193,0.4367 
"09009","62290","3471.00","New Haven CT","Prospect town, New Haven CT",2369,0.6304 
"09009","62290","3472.00","New Haven CT","Prospect town, New Haven CT",1389,0.3696 
"09009","67610","1301.01","New Haven CT","Seymour town, New Haven CT",2274,0.3197 
"09009","67610","1301.02","New Haven CT","Seymour town, New Haven CT",1363,0.1916 
"09009","67610","1302.01","New Haven CT","Seymour town, New Haven CT",1354,0.1904 
"09009","67610","1302.02","New Haven CT","Seymour town, New Haven CT",2121,0.2982 
"09009","69640","3481.11","New Haven CT","Southbury town, New Haven CT",977,0.1054 
"09009","69640","3481.22","New Haven CT","Southbury town, New Haven CT",1524,0.1644 
"09009","69640","3481.23","New Haven CT","Southbury town, New Haven CT",2154,0.2324 
"09009","69640","3481.24","New Haven CT","Southbury town, New Haven CT",1629,0.1757 
"09009","69640","3481.25","New Haven CT","Southbury town, New Haven CT",2986,0.3221 
"09009","78740","1751.00","New Haven CT","Wallingford town, New Haven CT",1401,0.074 
"09009","78740","1752.00","New Haven CT","Wallingford town, New Haven CT",1204,0.0636 
"09009","78740","1753.00","New Haven CT","Wallingford town, New Haven CT",1842,0.0973 
"09009","78740","1754.00","New Haven CT","Wallingford town, New Haven CT",2096,0.1107 
"09009","78740","1755.01","New Haven CT","Wallingford town, New Haven CT",534,0.0282 
"09009","78740","1755.02","New Haven CT","Wallingford town, New Haven CT",2789,0.1473 
"09009","78740","1756.00","New Haven CT","Wallingford town, New Haven CT",2206,0.1165 
"09009","78740","1757.00","New Haven CT","Wallingford town, New Haven CT",740,0.0391 
"09009","78740","1758.00","New Haven CT","Wallingford town, New Haven CT",1479,0.0781 
"09009","78740","1759.00","New Haven CT","Wallingford town, New Haven CT",2278,0.1203 
"09009","78740","1760.00","New Haven CT","Wallingford town, New Haven CT",2369,0.1251 
"09009","80070","3501.01","New Haven CT","Waterbury town, New Haven CT",2748,0.0568 
"09009","80070","3502.00","New Haven CT","Waterbury town, New Haven CT",1507,0.0311 
"09009","80070","3503.00","New Haven CT","Waterbury town, New Haven CT",830,0.0172 
"09009","80070","3504.00","New Haven CT","Waterbury town, New Haven CT",1195,0.0247 
"09009","80070","3505.00","New Haven CT","Waterbury town, New Haven CT",1082,0.0224 
"09009","80070","3508.00","New Haven CT","Waterbury town, New Haven CT",2310,0.0477 
"09009","80070","3509.00","New Haven CT","Waterbury town, New Haven CT",719,0.0149 
"09009","80070","3510.00","New Haven CT","Waterbury town, New Haven CT",1638,0.0338 
"09009","80070","3511.00","New Haven CT","Waterbury town, New Haven CT",1941,0.0401 
"09009","80070","3512.00","New Haven CT","Waterbury town, New Haven CT",1588,0.0328 
"09009","80070","3513.00","New Haven CT","Waterbury town, New Haven CT",2372,0.049 
"09009","80070","3514.00","New Haven CT","Waterbury town, New Haven CT",1664,0.0344 
"09009","80070","3515.00","New Haven CT","Waterbury town, New Haven CT",2026,0.0419 
"09009","80070","3516.01","New Haven CT","Waterbury town, New Haven CT",1604,0.0331 
"09009","80070","3516.02","New Haven CT","Waterbury town, New Haven CT",2862,0.0591 
"09009","80070","3517.00","New Haven CT","Waterbury town, New Haven CT",1342,0.0277 
"09009","80070","3518.00","New Haven CT","Waterbury town, New Haven CT",2061,0.0426 
"09009","80070","3519.00","New Haven CT","Waterbury town, New Haven CT",1121,0.0232 
"09009","80070","3520.00","New Haven CT","Waterbury town, New Haven CT",1943,0.0402 
"09009","80070","3521.00","New Haven CT","Waterbury town, New Haven CT",1744,0.036 
"09009","80070","3522.00","New Haven CT","Waterbury town, New Haven CT",956,0.0198 
"09009","80070","3523.00","New Haven CT","Waterbury town, New Haven CT",1245,0.0257 
"09009","80070","3524.00","New Haven CT","Waterbury town, New Haven CT",1276,0.0264 
"09009","80070","3525.00","New Haven CT","Waterbury town, New Haven CT",1344,0.0278 
"09009","80070","3526.00","New Haven CT","Waterbury town, New Haven CT",2337,0.0483 
"09009","80070","3527.01","New Haven CT","Waterbury town, New Haven CT",1653,0.0342 
"09009","80070","3527.02","New Haven CT","Waterbury town, New Haven CT",2509,0.0518 
"09009","80070","3528.00","New Haven CT","Waterbury town, New Haven CT",2775,0.0573 
"09009","82870","1541.01","New Haven CT","West Haven town, New Haven CT",1178,0.0518 
"09009","82870","1541.02","New Haven CT","West Haven town, New Haven CT",2005,0.0882 
"09009","82870","1542.00","New Haven CT","West Haven town, New Haven CT",2815,0.1238 
"09009","82870","1545.00","New Haven CT","West Haven town, New Haven CT",2051,0.0902 
"09009","82870","1546.00","New Haven CT","West Haven town, New Haven CT",1780,0.0783 
"09009","82870","1547.00","New Haven CT","West Haven town, New Haven CT",2597,0.1142 
"09009","82870","1548.00","New Haven CT","West Haven town, New Haven CT",2120,0.0932 
"09009","82870","1549.00","New Haven CT","West Haven town, New Haven CT",1772,0.0779 
"09009","82870","1550.00","New Haven CT","West Haven town, New Haven CT",2318,0.102 
"09009","82870","1551.00","New Haven CT","West Haven town, New Haven CT",1870,0.0823 
"09009","82870","3615.00","New Haven CT","West Haven town, New Haven CT",2229,0.098 
"09009","87560","3611.00","New Haven CT","Wolcott town, New Haven CT",2545,0.3972 
"09009","87560","3612.00","New Haven CT","Wolcott town, New Haven CT",2239,0.3494 
"09009","87560","3613.00","New Haven CT","Wolcott town, New Haven CT",1624,0.2534 
"09009","87700","1601.00","New Haven CT","Woodbridge town, New Haven CT",1274,0.3665 
"09009","87700","1602.00","New Haven CT","Woodbridge town, New Haven CT",2202,0.6335 
"09011","06820","7131.00","New London CT","Bozrah town, New London CT",1131,1 
"09011","15910","7141.01","New London CT","Colchester town, New London CT",1697,0.2635 
"09011","15910","7141.03","New London CT","Colchester town, New London CT",2730,0.4238 
"09011","15910","7141.04","New London CT","Colchester town, New London CT",2014,0.3127 
"09011","23400","7161.01","New London CT","East Lyme town, New London CT",1843,0.203 
"09011","23400","7161.02","New London CT","East Lyme town, New London CT",2323,0.2558 
"09011","23400","8707.01","New London CT","East Lyme town, New London CT",1084,0.1194 
"09011","23400","8707.03","New London CT","East Lyme town, New London CT",1061,0.1169 
"09011","23400","8707.04","New London CT","East Lyme town, New London CT",2769,0.305 
"09011","29910","7121.00","New London CT","Franklin town, New London CT",790,1 
"09011","33900","7091.00","New London CT","Griswold town, New London CT",2510,0.4993 
"09011","33900","7092.00","New London CT","Griswold town, New London CT",2517,0.5007 
"09011","34250","7021.00","New London CT","Groton town, New London CT",1935,0.1066 
"09011","34250","7023.00","New London CT","Groton town, New London CT",999,0.055 
"09011","34250","7024.00","New London CT","Groton town, New London CT",1808,0.0996 
"09011","34250","7025.00","New London CT","Groton town, New London CT",2270,0.125 
"09011","34250","7026.00","New London CT","Groton town, New London CT",580,0.0319 
"09011","34250","7027.00","New London CT","Groton town, New London CT",2756,0.1518 
"09011","34250","7028.00","New London CT","Groton town, New London CT",1726,0.0951 
"09011","34250","7029.00","New London CT","Groton town, New London CT",1649,0.0908 
"09011","34250","7030.00","New London CT","Groton town, New London CT",1934,0.1065 
"09011","34250","8702.00","New London CT","Groton town, New London CT",2494,0.1374 
"09011","34250","9800.00","New London CT","Groton town, New London CT",3,0.0002 
"09011","42390","8701.00","New London CT","Lebanon town, New London CT",3147,1 
"09011","42600","7011.00","New London CT","Ledyard town, New London CT",3220,0.5236 
"09011","42600","7012.00","New London CT","Ledyard town, New London CT",2923,0.4753 
"09011","42600","9800.00","New London CT","Ledyard town, New London CT",7,0.0011 
"09011","43230","7101.00","New London CT","Lisbon town, New London CT",1728,1 
"09011","44210","6501.00","New London CT","Lyme town, New London CT",1220,1 
"09011","48900","6952.01","New London CT","Montville town, New London CT",2280,0.308 
"09011","48900","6952.02","New London CT","Montville town, New London CT",2403,0.3246 
"09011","48900","8705.01","New London CT","Montville town, New London CT",1746,0.2359 
"09011","48900","8705.02","New London CT","Montville town, New London CT",973,0.1315 
"09011","52350","6903.00","New London CT","New London town, New London CT",2818,0.2325 
"09011","52350","6904.00","New London CT","New London town, New London CT",874,0.0721 
"09011","52350","6905.00","New London CT","New London town, New London CT",1773,0.1463 
"09011","52350","6907.00","New London CT","New London town, New London CT",654,0.054 
"09011","52350","6908.00","New London CT","New London town, New London CT",1480,0.1221 
"09011","52350","6909.00","New London CT","New London town, New London CT",2809,0.2318 
"09011","52350","8703.00","New London CT","New London town, New London CT",1711,0.1412 
"09011","55500","7071.00","New London CT","North Stonington town, New London CT",2226,1 
"09011","56270","6961.00","New London CT","Norwich town, New London CT",2573,0.1371 
"09011","56270","6962.00","New London CT","Norwich town, New London CT",2244,0.1196 
"09011","56270","6963.00","New London CT","Norwich town, New London CT",1164,0.062 
"09011","56270","6964.01","New London CT","Norwich town, New London CT",2677,0.1426 
"09011","56270","6965.00","New London CT","Norwich town, New London CT",1533,0.0817 
"09011","56270","6966.00","New London CT","Norwich town, New London CT",1514,0.0807 
"09011","56270","6967.01","New London CT","Norwich town, New London CT",2772,0.1477 
"09011","56270","6968.00","New London CT","Norwich town, New London CT",1938,0.1033 
"09011","56270","6970.00","New London CT","Norwich town, New London CT",2354,0.1254 
"09011","57040","6601.01","New London CT","Old Lyme town, New London CT",1708,0.3424 
"09011","57040","6601.03","New London CT","Old Lyme town, New London CT",1480,0.2967 
"09011","57040","6601.04","New London CT","Old Lyme town, New London CT",1800,0.3609 
"09011","62150","7001.00","New London CT","Preston town, New London CT",2049,1 
"09011","66210","7151.00","New London CT","Salem town, New London CT",1719,1 
"09011","71670","7111.00","New London CT","Sprague town, New London CT",1268,1 
"09011","73770","7051.01","New London CT","Stonington town, New London CT",2024,0.2142 
"09011","73770","7051.02","New London CT","Stonington town, New London CT",2044,0.2164 
"09011","73770","7052.00","New London CT","Stonington town, New London CT",2153,0.2279 
"09011","73770","7053.00","New London CT","Stonington town, New London CT",1961,0.2076 
"09011","73770","7054.00","New London CT","Stonington town, New London CT",1265,0.1339 
"09011","78600","7081.00","New London CT","Voluntown town, New London CT",1135,1 
"09011","80280","6933.00","New London CT","Waterford town, New London CT",2740,0.3088 
"09011","80280","6934.00","New London CT","Waterford town, New London CT",2048,0.2308 
"09011","80280","6935.00","New London CT","Waterford town, New London CT",1560,0.1758 
"09011","80280","6936.00","New London CT","Waterford town, New London CT",1268,0.1429 
"09011","80280","6937.00","New London CT","Waterford town, New London CT",1257,0.1417 
"09013","01080","5281.00","Tolland CT","Andover town, Tolland CT",1324,1 
"09013","06260","5291.00","Tolland CT","Bolton town, Tolland CT",2045,1 
"09013","16400","8601.00","Tolland CT","Columbia town, Tolland CT",2294,1 
"09013","17800","8501.00","Tolland CT","Coventry town, Tolland CT",2226,0.4222 
"09013","17800","8502.00","Tolland CT","Coventry town, Tolland CT",3047,0.5778 
"09013","25360","5351.01","Tolland CT","Ellington town, Tolland CT",2666,0.3779 
"09013","25360","5351.02","Tolland CT","Ellington town, Tolland CT",1653,0.2343 
"09013","25360","5352.00","Tolland CT","Ellington town, Tolland CT",2735,0.3877 
"09013","37910","5261.01","Tolland CT","Hebron town, Tolland CT",1787,0.4939 
"09013","37910","5261.02","Tolland CT","Hebron town, Tolland CT",1831,0.5061 
"09013","44910","8811.00","Tolland CT","Mansfield town, Tolland CT",2312,0.3324 
"09013","44910","8812.00","Tolland CT","Mansfield town, Tolland CT",278,0.04 
"09013","44910","8813.00","Tolland CT","Mansfield town, Tolland CT",1803,0.2592 
"09013","44910","8815.00","Tolland CT","Mansfield town, Tolland CT",2563,0.3685 
"09013","69220","5381.00","Tolland CT","Somers town, Tolland CT",1,0.0003 
"09013","69220","5382.01","Tolland CT","Somers town, Tolland CT",1993,0.5502 
"09013","69220","5382.02","Tolland CT","Somers town, Tolland CT",1628,0.4495 
"09013","72090","8901.00","Tolland CT","Stafford town, Tolland CT",1892,0.3613 
"09013","72090","8902.02","Tolland CT","Stafford town, Tolland CT",2085,0.3981 
"09013","72090","8902.04","Tolland CT","Stafford town, Tolland CT",1260,0.2406 
"09013","76290","5331.02","Tolland CT","Tolland town, Tolland CT",2175,0.3863 
"09013","76290","5331.03","Tolland CT","Tolland town, Tolland CT",1651,0.2933 
"09013","76290","5331.04","Tolland CT","Tolland town, Tolland CT",1804,0.3204 
"09013","77830","8902.03","Tolland CT","Union town, Tolland CT",377,1 
"09013","78250","5301.00","Tolland CT","Vernon town, Tolland CT",1149,0.0778 
"09013","78250","5302.00","Tolland CT","Vernon town, Tolland CT",3048,0.2065 
"09013","78250","5303.01","Tolland CT","Vernon town, Tolland CT",2898,0.1963 
"09013","78250","5303.02","Tolland CT","Vernon town, Tolland CT",3039,0.2059 
"09013","78250","5304.00","Tolland CT","Vernon town, Tolland CT",2098,0.1421 
"09013","78250","5305.00","Tolland CT","Vernon town, Tolland CT",1418,0.0961 
"09013","78250","5306.00","Tolland CT","Vernon town, Tolland CT",1111,0.0753 
"09013","85950","8401.00","Tolland CT","Willington town, Tolland CT",2685,1 
"09015","01430","8301.00","Windham CT","Ashford town, Windham CT",1923,1 
"09015","09190","9051.01","Windham CT","Brooklyn town, Windham CT",1936,0.5793 
"09015","09190","9051.02","Windham CT","Brooklyn town, Windham CT",1406,0.4207 
"09015","12130","9061.00","Windham CT","Canterbury town, Windham CT",2044,1 
"09015","13810","8150.00","Windham CT","Chaplin town, Windham CT",955,1 
"09015","21860","9022.00","Windham CT","Eastford town, Windham CT",806,1 
"09015","36000","8200.00","Windham CT","Hampton town, Windham CT",790,1 
"09015","40500","9041.01","Windham CT","Killingly town, Windham CT",2015,0.2556 
"09015","40500","9041.02","Windham CT","Killingly town, Windham CT",1164,0.1476 
"09015","40500","9044.00","Windham CT","Killingly town, Windham CT",2098,0.2661 
"09015","40500","9045.00","Windham CT","Killingly town, Windham CT",2607,0.3307 
"09015","59980","9071.00","Windham CT","Plainfield town, Windham CT",1794,0.2864 
"09015","59980","9072.00","Windham CT","Plainfield town, Windham CT",2231,0.3562 
"09015","59980","9073.00","Windham CT","Plainfield town, Windham CT",2239,0.3574 
"09015","61030","9025.00","Windham CT","Pomfret town, Windham CT",1686,1 
"09015","62710","9031.01","Windham CT","Putnam town, Windham CT",1641,0.3823 
"09015","62710","9031.02","Windham CT","Putnam town, Windham CT",1667,0.3884 
"09015","62710","9032.00","Windham CT","Putnam town, Windham CT",984,0.2293 
"09015","67400","8250.00","Windham CT","Scotland town, Windham CT",650,1 
"09015","73420","9081.00","Windham CT","Sterling town, Windham CT",1479,1 
"09015","75870","9001.00","Windham CT","Thompson town, Windham CT",1985,0.4791 
"09015","75870","9002.00","Windham CT","Thompson town, Windham CT",2158,0.5209 
"09015","86790","8003.00","Windham CT","Windham town, Windham CT",1601,0.1657 
"09015","86790","8004.00","Windham CT","Windham town, Windham CT",1689,0.1748 
"09015","86790","8005.01","Windham CT","Windham town, Windham CT",1640,0.1697 
"09015","86790","8005.02","Windham CT","Windham town, Windham CT",1400,0.1449 
"09015","86790","8006.00","Windham CT","Windham town, Windham CT",1744,0.1805 
"09015","86790","8007.00","Windham CT","Windham town, Windham CT",1589,0.1644 
"09015","88190","9011.01","Windham CT","Woodstock town, Windham CT",1225,0.3339 
"09015","88190","9011.02","Windham CT","Woodstock town, Windham CT",2444,0.6661 
