"county","cousub20","zcta","CountyName","MCDName","ZIPName","hus20","afact"
"09005","80490","06795","Litchfield CT","Watertown town, Litchfield CT","Watertown, CT",5572,0.6098 
"09005","86440","06098","Litchfield CT","Winchester town, Litchfield CT","Winsted, CT",5353,0.9904 
"09005","86440","06790","Litchfield CT","Winchester town, Litchfield CT","Torrington, CT",52,0.0096 
"09005","87910","06798","Litchfield CT","Woodbury town, Litchfield CT","Woodbury, CT",4584,1 
"09007","14300","06412","Middlesex CT","Chester town, Middlesex CT","Chester, CT",1793,1 
"09007","15350","06413","Middlesex CT","Clinton town, Middlesex CT","Clinton, CT",6267,0.9975 
"09007","15350","06498","Middlesex CT","Clinton town, Middlesex CT","Westbrook, CT",16,0.0025 
"09007","18080","06416","Middlesex CT","Cromwell town, Middlesex CT","Cromwell, CT",6162,1 
"09007","19130","06417","Middlesex CT","Deep River town, Middlesex CT","Deep River, CT",2112,1 
"09007","20810","06422","Middlesex CT","Durham town, Middlesex CT","Durham, CT",2828,1 
"09007","22280","06415","Middlesex CT","East Haddam town, Middlesex CT","Colchester, CT",643,0.1436 
"09007","22280","06420","Middlesex CT","East Haddam town, Middlesex CT","Salem, CT",23,0.0051 
"09007","22280","06423","Middlesex CT","East Haddam town, Middlesex CT","East Haddam, CT",2294,0.5124 
"09007","22280","06469","Middlesex CT","East Haddam town, Middlesex CT","Moodus, CT",1517,0.3388 
"09007","22490","06414","Middlesex CT","East Hampton town, Middlesex CT","Cobalt, CT (PO boxes)",120,0.0213 
"09007","22490","06424","Middlesex CT","East Hampton town, Middlesex CT","East Hampton, CT",5349,0.9489 
"09007","22490","06456","Middlesex CT","East Hampton town, Middlesex CT","Middle Haddam, CT (PO boxes)",168,0.0298 
"09007","26270","06409","Middlesex CT","Essex town, Middlesex CT","Centerbrook, CT",382,0.1147 
"09007","26270","06426","Middlesex CT","Essex town, Middlesex CT","Essex, CT",1809,0.5434 
"09007","26270","06442","Middlesex CT","Essex town, Middlesex CT","Ivoryton, CT",1138,0.3418 
"09007","35230","06424","Middlesex CT","Haddam town, Middlesex CT","East Hampton, CT",185,0.0523 
"09007","35230","06438","Middlesex CT","Haddam town, Middlesex CT","Haddam, CT",1103,0.3116 
"09007","35230","06441","Middlesex CT","Haddam town, Middlesex CT","Higganum, CT",2252,0.6362 
"09007","40710","06419","Middlesex CT","Killingworth town, Middlesex CT","Killingworth, CT",2601,1 
"09007","47080","06455","Middlesex CT","Middlefield town, Middlesex CT","Middlefield, CT",1302,0.6918 
"09007","47080","06481","Middlesex CT","Middlefield town, Middlesex CT","Rockfall, CT",580,0.3082 
"09007","47360","06457","Middlesex CT","Middletown town, Middlesex CT","Middletown, CT",21632,0.9982 
"09007","47360","06459","Middlesex CT","Middletown town, Middlesex CT","Middletown, CT",39,0.0018 
"09007","57320","06475","Middlesex CT","Old Saybrook town, Middlesex CT","Old Saybrook, CT",5870,1 
"09007","61800","06414","Middlesex CT","Portland town, Middlesex CT","Cobalt, CT (PO boxes)",1,0.0002 
"09007","61800","06480","Middlesex CT","Portland town, Middlesex CT","Portland, CT",4127,0.9998 
"09007","81680","06498","Middlesex CT","Westbrook town, Middlesex CT","Westbrook, CT",3976,1 
"09009","01220","06401","New Haven CT","Ansonia town, New Haven CT","Ansonia, CT",8095,0.9989 
"09009","01220","06418","New Haven CT","Ansonia town, New Haven CT","Derby, CT",9,0.0011 
"09009","03250","06403","New Haven CT","Beacon Falls town, New Haven CT","Beacon Falls, CT",2611,0.9973 
"09009","03250","06770","New Haven CT","Beacon Falls town, New Haven CT","Naugatuck, CT",7,0.0027 
"09009","04580","06524","New Haven CT","Bethany town, New Haven CT","Bethany, CT",2039,1 
"09009","07310","06405","New Haven CT","Branford town, New Haven CT","Branford, CT",14147,0.9977 
"09009","07310","06437","New Haven CT","Branford town, New Haven CT","Guilford, CT",2,0.0001 
"09009","07310","06471","New Haven CT","Branford town, New Haven CT","North Branford, CT",31,0.0022 
"09009","14160","06410","New Haven CT","Cheshire town, New Haven CT","Cheshire, CT",10678,0.9926 
"09009","14160","06492","New Haven CT","Cheshire town, New Haven CT","Wallingford, CT",80,0.0074 
"09009","19550","06401","New Haven CT","Derby town, New Haven CT","Ansonia, CT",19,0.0033 
"09009","19550","06418","New Haven CT","Derby town, New Haven CT","Derby, CT",5740,0.9967 
"09009","22910","06473","New Haven CT","East Haven town, New Haven CT","North Haven, CT",92,0.0074 
"09009","22910","06512","New Haven CT","East Haven town, New Haven CT","East Haven, CT",9641,0.7779 
"09009","22910","06513","New Haven CT","East Haven town, New Haven CT","New Haven, CT",2661,0.2147 
"09009","34950","06405","New Haven CT","Guilford town, New Haven CT","Branford, CT",2,0.0002 
"09009","34950","06437","New Haven CT","Guilford town, New Haven CT","Guilford, CT",9688,0.9995 
"09009","34950","06443","New Haven CT","Guilford town, New Haven CT","Madison, CT",3,0.0003 
"09009","35650","06492","New Haven CT","Hamden town, New Haven CT","Wallingford, CT",5,0.0002 
"09009","35650","06511","New Haven CT","Hamden town, New Haven CT","New Haven, CT",70,0.0027 
"09009","35650","06514","New Haven CT","Hamden town, New Haven CT","Hamden, CT",11409,0.4391 
"09009","35650","06517","New Haven CT","Hamden town, New Haven CT","Hamden, CT",6839,0.2632 
"09009","35650","06518","New Haven CT","Hamden town, New Haven CT","Hamden, CT",7661,0.2948 
"09009","44560","06443","New Haven CT","Madison town, New Haven CT","Madison, CT",8060,1 
"09009","46520","06450","New Haven CT","Meriden town, New Haven CT","Meriden, CT",15552,0.5941 
"09009","46520","06451","New Haven CT","Meriden town, New Haven CT","Meriden, CT",10625,0.4059 
"09009","46940","06762","New Haven CT","Middlebury town, New Haven CT","Middlebury, CT",3047,1 
"09009","47535","06460","New Haven CT","Milford town, New Haven CT","Milford, CT",17783,0.7488 
"09009","47535","06461","New Haven CT","Milford town, New Haven CT","Milford, CT",5966,0.2512 
"09009","49950","06770","New Haven CT","Naugatuck town, New Haven CT","Naugatuck, CT",13243,1 
"09009","52070","06510","New Haven CT","New Haven town, New Haven CT","New Haven, CT",3051,0.053 
"09009","52070","06511","New Haven CT","New Haven town, New Haven CT","New Haven, CT",24191,0.4205 
"09009","52070","06512","New Haven CT","New Haven town, New Haven CT","East Haven, CT",3490,0.0607 
"09009","52070","06513","New Haven CT","New Haven town, New Haven CT","New Haven, CT",13343,0.232 
"09009","52070","06514","New Haven CT","New Haven town, New Haven CT","Hamden, CT",37,0.0006 
"09009","52070","06515","New Haven CT","New Haven town, New Haven CT","New Haven, CT",7368,0.1281 
"09009","52070","06519","New Haven CT","New Haven town, New Haven CT","New Haven, CT",6045,0.1051 
"09009","53890","06471","New Haven CT","North Branford town, New Haven CT","North Branford, CT",3153,0.5597 
"09009","53890","06472","New Haven CT","North Branford town, New Haven CT","Northford, CT",2480,0.4403 
"09009","54870","06473","New Haven CT","North Haven town, New Haven CT","North Haven, CT",9981,1 
"09009","57600","06477","New Haven CT","Orange town, New Haven CT","Orange, CT",5480,1 
"09009","58300","06478","New Haven CT","Oxford town, New Haven CT","Oxford, CT",5014,0.9984 
"09009","58300","06488","New Haven CT","Oxford town, New Haven CT","Southbury, CT",8,0.0016 
"09009","62290","06410","New Haven CT","Prospect town, New Haven CT","Cheshire, CT",7,0.0019 
"09009","62290","06705","New Haven CT","Prospect town, New Haven CT","Waterbury, CT",6,0.0016 
"09009","62290","06712","New Haven CT","Prospect town, New Haven CT","Prospect, CT",3745,0.9965 
"09009","67610","06483","New Haven CT","Seymour town, New Haven CT","Seymour, CT",7112,1 
"09009","69640","06488","New Haven CT","Southbury town, New Haven CT","Southbury, CT",9270,1 
"09009","78740","06473","New Haven CT","Wallingford town, New Haven CT","North Haven, CT",4,0.0002 
"09009","78740","06492","New Haven CT","Wallingford town, New Haven CT","Wallingford, CT",18934,0.9998 
"09009","80070","06702","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",2100,0.0434 
"09009","80070","06704","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",11030,0.2279 
"09009","80070","06705","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",11766,0.2431 
"09009","80070","06706","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",5999,0.124 
"09009","80070","06708","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",13041,0.2695 
"09009","80070","06710","New Haven CT","Waterbury town, New Haven CT","Waterbury, CT",4422,0.0914 
"09009","80070","06770","New Haven CT","Waterbury town, New Haven CT","Naugatuck, CT",34,0.0007 
"09009","82870","06516","New Haven CT","West Haven town, New Haven CT","West Haven, CT",22735,1 
"09009","87560","06705","New Haven CT","Wolcott town, New Haven CT","Waterbury, CT",61,0.0095 
"09009","87560","06716","New Haven CT","Wolcott town, New Haven CT","Wolcott, CT",6347,0.9905 
"09009","87700","06525","New Haven CT","Woodbridge town, New Haven CT","Woodbridge, CT",3476,1 
"09011","06820","06334","New London CT","Bozrah town, New London CT","Bozrah, CT",1097,0.9699 
"09011","06820","06336","New London CT","Bozrah town, New London CT","Gilman, CT",34,0.0301 
"09011","15910","06415","New London CT","Colchester town, New London CT","Colchester, CT",6441,1 
"09011","23400","06333","New London CT","East Lyme town, New London CT","East Lyme, CT",2912,0.3207 
"09011","23400","06357","New London CT","East Lyme town, New London CT","Niantic, CT",6168,0.6793 
"09011","29910","06254","New London CT","Franklin town, New London CT","North Franklin, CT",790,1 
"09011","33900","06331","New London CT","Griswold town, New London CT","Canterbury, CT",3,0.0006 
"09011","33900","06351","New London CT","Griswold town, New London CT","Jewett City, CT",5024,0.9994 
"09011","34250","06340","New London CT","Groton town, New London CT","Groton, CT",14131,0.7784 
"09011","34250","06355","New London CT","Groton town, New London CT","Mystic, CT",4023,0.2216 
"09011","42390","06249","New London CT","Lebanon town, New London CT","Lebanon, CT",3147,1 
"09011","42600","06335","New London CT","Ledyard town, New London CT","Gales Ferry, CT",2685,0.4366 
"09011","42600","06338","New London CT","Ledyard town, New London CT","Mashantucket, CT (PO boxes)",110,0.0179 
"09011","42600","06339","New London CT","Ledyard town, New London CT","Ledyard, CT",3348,0.5444 
"09011","42600","06340","New London CT","Ledyard town, New London CT","Groton, CT",7,0.0011 
"09011","43230","06351","New London CT","Lisbon town, New London CT","Jewett City, CT",1728,1 
"09011","44210","06371","New London CT","Lyme town, New London CT","Old Lyme, CT",1165,0.9549 
"09011","44210","06439","New London CT","Lyme town, New London CT","Hadlyme, CT (PO boxes)",55,0.0451 
"09011","48900","06353","New London CT","Montville town, New London CT","Montville, CT",98,0.0132 
"09011","48900","06370","New London CT","Montville town, New London CT","Oakdale, CT",2905,0.3925 
"09011","48900","06375","New London CT","Montville town, New London CT","Quaker Hill, CT",11,0.0015 
"09011","48900","06382","New London CT","Montville town, New London CT","Uncasville, CT",4388,0.5928 
"09011","52350","06320","New London CT","New London town, New London CT","New London, CT",12119,1 
"09011","55500","06359","New London CT","North Stonington town, New London CT","North Stonington, CT",2226,1 
"09011","56270","06360","New London CT","Norwich town, New London CT","Norwich, CT",17177,0.9152 
"09011","56270","06380","New London CT","Norwich town, New London CT","Taftville, CT",1548,0.0825 
"09011","56270","06389","New London CT","Norwich town, New London CT","Yantic, CT",44,0.0023 
"09011","57040","06371","New London CT","Old Lyme town, New London CT","Old Lyme, CT",4904,0.9832 
"09011","57040","06376","New London CT","Old Lyme town, New London CT","South Lyme, CT (PO boxes)",84,0.0168 
"09011","62150","06339","New London CT","Preston town, New London CT","Ledyard, CT",9,0.0044 
"09011","62150","06365","New London CT","Preston town, New London CT","Preston, CT",2040,0.9956 
"09011","66210","06415","New London CT","Salem town, New London CT","Colchester, CT",2,0.0012 
"09011","66210","06420","New London CT","Salem town, New London CT","Salem, CT",1717,0.9988 
"09011","71670","06330","New London CT","Sprague town, New London CT","Baltic, CT",1209,0.9535 
"09011","71670","06350","New London CT","Sprague town, New London CT","Hanover, CT (PO boxes)",59,0.0465 
"09011","73770","06355","New London CT","Stonington town, New London CT","Mystic, CT",2138,0.2263 
"09011","73770","06378","New London CT","Stonington town, New London CT","Stonington, CT",3054,0.3233 
"09011","73770","06379","New London CT","Stonington town, New London CT","Pawcatuck, CT",4255,0.4504 
"09011","78600","06351","New London CT","Voluntown town, New London CT","Jewett City, CT",7,0.0062 
"09011","78600","06384","New London CT","Voluntown town, New London CT","Voluntown, CT",1128,0.9938 
"09011","80280","06320","New London CT","Waterford town, New London CT","New London, CT",5,0.0006 
"09011","80280","06375","New London CT","Waterford town, New London CT","Quaker Hill, CT",1555,0.1753 
"09011","80280","06382","New London CT","Waterford town, New London CT","Uncasville, CT",4,0.0005 
"09011","80280","06385","New London CT","Waterford town, New London CT","Waterford, CT",7309,0.8237 
"09013","01080","06043","Tolland CT","Andover town, Tolland CT","Bolton, CT",3,0.0023 
"09013","01080","06232","Tolland CT","Andover town, Tolland CT","Andover, CT",1321,0.9977 
"09013","06260","06043","Tolland CT","Bolton town, Tolland CT","Bolton, CT",2045,1 
"09013","16400","06237","Tolland CT","Columbia town, Tolland CT","Columbia, CT",2294,1 
"09013","17800","06238","Tolland CT","Coventry town, Tolland CT","Coventry, CT",5273,1 
"09013","25360","06029","Tolland CT","Ellington town, Tolland CT","Ellington, CT",7032,0.9969 
"09013","25360","06066","Tolland CT","Ellington town, Tolland CT","Vernon Rockville, CT",4,0.0006 
"09013","25360","06076","Tolland CT","Ellington town, Tolland CT","Stafford Springs, CT",4,0.0006 
"09013","25360","06084","Tolland CT","Ellington town, Tolland CT","Tolland, CT",14,0.002 
"09013","37910","06231","Tolland CT","Hebron town, Tolland CT","Amston, CT",1582,0.4373 
"09013","37910","06248","Tolland CT","Hebron town, Tolland CT","Hebron, CT",2036,0.5627 
"09013","44910","06226","Tolland CT","Mansfield town, Tolland CT","Willimantic, CT",215,0.0309 
"09013","44910","06250","Tolland CT","Mansfield town, Tolland CT","Mansfield Center, CT",2157,0.3101 
"09013","44910","06268","Tolland CT","Mansfield town, Tolland CT","Storrs Mansfield, CT",4367,0.6278 
"09013","44910","06269","Tolland CT","Mansfield town, Tolland CT","Storrs Mansfield, CT",217,0.0312 
"09013","69220","06071","Tolland CT","Somers town, Tolland CT","Somers, CT",3571,0.9859 
"09013","69220","06072","Tolland CT","Somers town, Tolland CT","Somersville, CT (PO boxes)",51,0.0141 
"09013","72090","06071","Tolland CT","Stafford town, Tolland CT","Somers, CT",26,0.005 
"09013","72090","06076","Tolland CT","Stafford town, Tolland CT","Stafford Springs, CT",5211,0.995 
"09013","76290","06029","Tolland CT","Tolland town, Tolland CT","Ellington, CT",1,0.0002 
"09013","76290","06084","Tolland CT","Tolland town, Tolland CT","Tolland, CT",5629,0.9998 
"09013","77830","06076","Tolland CT","Union town, Tolland CT","Stafford Springs, CT",354,0.939 
"09013","77830","06242","Tolland CT","Union town, Tolland CT","Eastford, CT",23,0.061 
"09013","78250","06066","Tolland CT","Vernon town, Tolland CT","Vernon Rockville, CT",14761,1 
"09013","85950","06279","Tolland CT","Willington town, Tolland CT","Willington, CT",2685,1 
"09015","01430","06278","Windham CT","Ashford town, Windham CT","Ashford, CT",1923,1 
"09015","09190","06234","Windham CT","Brooklyn town, Windham CT","Brooklyn, CT",3342,1 
"09015","12130","06331","Windham CT","Canterbury town, Windham CT","Canterbury, CT",2044,1 
"09015","13810","06235","Windham CT","Chaplin town, Windham CT","Chaplin, CT",932,0.9759 
"09015","13810","06250","Windham CT","Chaplin town, Windham CT","Mansfield Center, CT",23,0.0241 
"09015","21860","06242","Windham CT","Eastford town, Windham CT","Eastford, CT",647,0.8027 
"09015","21860","06259","Windham CT","Eastford town, Windham CT","Pomfret Center, CT",116,0.1439 
"09015","21860","06278","Windham CT","Eastford town, Windham CT","Ashford, CT",43,0.0533 
"09015","36000","06247","Windham CT","Hampton town, Windham CT","Hampton, CT",790,1 
"09015","40500","06239","Windham CT","Killingly town, Windham CT","Danielson, CT",4654,0.5903 
"09015","40500","06241","Windham CT","Killingly town, Windham CT","Dayville, CT",3000,0.3805 
"09015","40500","06243","Windham CT","Killingly town, Windham CT","East Killingly, CT",84,0.0107 
"09015","40500","06260","Windham CT","Killingly town, Windham CT","Putnam, CT",11,0.0014 
"09015","40500","06263","Windham CT","Killingly town, Windham CT","Rogers, CT (PO boxes)",135,0.0171 
"09015","59980","06239","Windham CT","Plainfield town, Windham CT","Danielson, CT",310,0.0495 
"09015","59980","06332","Windham CT","Plainfield town, Windham CT","Central Village, CT (PO boxes)",268,0.0428 
"09015","59980","06354","Windham CT","Plainfield town, Windham CT","Moosup, CT",2194,0.3503 
"09015","59980","06374","Windham CT","Plainfield town, Windham CT","Plainfield, CT",3356,0.5358 
"09015","59980","06387","Windham CT","Plainfield town, Windham CT","Wauregan, CT (PO boxes)",136,0.0217 
"09015","61030","06234","Windham CT","Pomfret town, Windham CT","Brooklyn, CT",12,0.0071 
"09015","61030","06258","Windham CT","Pomfret town, Windham CT","Pomfret, CT (PO boxes)",1,0.0006 
"09015","61030","06259","Windham CT","Pomfret town, Windham CT","Pomfret Center, CT",1673,0.9923 
"09015","62710","06260","Windham CT","Putnam town, Windham CT","Putnam, CT",4284,0.9981 
"09015","62710","06277","Windham CT","Putnam town, Windham CT","Thompson, CT",8,0.0019 
"09015","67400","06247","Windham CT","Scotland town, Windham CT","Hampton, CT",338,0.52 
"09015","67400","06256","Windham CT","Scotland town, Windham CT","North Windham, CT",10,0.0154 
"09015","67400","06264","Windham CT","Scotland town, Windham CT","Scotland, CT",51,0.0785 
"09015","67400","06280","Windham CT","Scotland town, Windham CT","Windham, CT",99,0.1523 
"09015","67400","06330","Windham CT","Scotland town, Windham CT","Baltic, CT",141,0.2169 
"09015","67400","06331","Windham CT","Scotland town, Windham CT","Canterbury, CT",11,0.0169 
"09015","73420","06354","Windham CT","Sterling town, Windham CT","Moosup, CT",202,0.1366 
"09015","73420","06373","Windham CT","Sterling town, Windham CT","Oneco, CT (PO boxes)",117,0.0791 
"09015","73420","06377","Windham CT","Sterling town, Windham CT","Sterling, CT",1140,0.7708 
"09015","73420","06384","Windham CT","Sterling town, Windham CT","Voluntown, CT",20,0.0135 
"09015","75870","06255","Windham CT","Thompson town, Windham CT","North Grosvenordale, CT",2100,0.5069 
"09015","75870","06262","Windham CT","Thompson town, Windham CT","Quinebaug, CT",285,0.0688 
"09015","75870","06277","Windham CT","Thompson town, Windham CT","Thompson, CT",1752,0.4229 
"09015","75870","06281","Windham CT","Thompson town, Windham CT","Woodstock, CT",6,0.0014 
"09015","86790","06226","Windham CT","Windham town, Windham CT","Willimantic, CT",7213,0.7465 
"09015","86790","06256","Windham CT","Windham town, Windham CT","North Windham, CT",1025,0.1061 
"09015","86790","06266","Windham CT","Windham town, Windham CT","South Windham, CT",182,0.0188 
"09015","86790","06280","Windham CT","Windham town, Windham CT","Windham, CT",1243,0.1286 
"09015","88190","06281","Windham CT","Woodstock town, Windham CT","Woodstock, CT",3086,0.8411 
"09015","88190","06282","Windham CT","Woodstock town, Windham CT","Woodstock Valley, CT",583,0.1589 
