"state","place","county","cousub20","stab","CountyName","MCDName","PlaceName","hus20","afact"
"State code","Place code","County code","County subdivision (2020)","State abbr.","County name","County subdivision / MCD name","Place name","Total housing units (2020 Census)","place-to-cousub20 allocation factor"
"09","01150","09009","01220","CT","New Haven CT","Ansonia town, New Haven CT","Ansonia city, CT",8104,1 
"09","02480","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Ball Pond CDP, CT",882,1 
"09","02550","09011","71670","CT","New London CT","Sprague town, New London CT","Baltic CDP, CT",542,1 
"09","02690","09005","43370","CT","Litchfield CT","Litchfield town, Litchfield CT","Bantam borough, CT",450,1 
"09","04790","09001","04720","CT","Fairfield CT","Bethel town, Fairfield CT","Bethel CDP, CT",4934,1 
"09","04945","09005","04930","CT","Litchfield CT","Bethlehem town, Litchfield CT","Bethlehem Village CDP, CT",1000,1 
"09","04965","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Bigelow Corners CDP, CT",217,1 
"09","06050","09003","05910","CT","Hartford CT","Bloomfield town, Hartford CT","Blue Hills CDP, CT",1077,1 
"09","06155","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Bogus Hill CDP, CT",60,1 
"09","06680","09001","52980","CT","Fairfield CT","Newtown town, Fairfield CT","Botsford CDP, CT",174,1 
"09","07100","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Branchville CDP, CT",97,1 
"09","07345","09009","07310","CT","New Haven CT","Branford town, New Haven CT","Branford Center CDP, CT",3410,1 
"09","08000","09001","08070","CT","Fairfield CT","Bridgeport town, Fairfield CT","Bridgeport city, CT",58874,1 
"09","08140","09005","08210","CT","Litchfield CT","Bridgewater town, Litchfield CT","Bridgewater CDP, CT",72,1 
"09","08420","09003","08490","CT","Hartford CT","Bristol town, Hartford CT","Bristol city, CT",27251,1 
"09","08770","09003","24800","CT","Hartford CT","East Windsor town, Hartford CT","Broad Brook CDP, CT",1914,1 
"09","08910","09001","08980","CT","Fairfield CT","Brookfield town, Fairfield CT","Brookfield Center CDP, CT",234,1 
"09","09120","09015","09190","CT","Windham CT","Brooklyn town, Windham CT","Brooklyn CDP, CT",234,1 
"09","10660","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Byram CDP, CT",1802,1 
"09","10870","09005","54030","CT","Litchfield CT","North Canaan town, Litchfield CT","Canaan CDP, CT",643,1 
"09","11360","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Candlewood Isle CDP, CT",349,1 
"09","11430","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Candlewood Knolls CDP, CT",229,1 
"09","11500","09001","08980","CT","Fairfield CT","Brookfield town, Fairfield CT","Candlewood Lake Club CDP, CT",65,0.4305 
"09","11500","09005","52630","CT","Litchfield CT","New Milford town, Litchfield CT","Candlewood Lake Club CDP, CT",86,0.5695 
"09","11640","09001","08980","CT","Fairfield CT","Brookfield town, Fairfield CT","Candlewood Orchards CDP, CT",362,1 
"09","11780","09001","08980","CT","Fairfield CT","Brookfield town, Fairfield CT","Candlewood Shores CDP, CT",310,1 
"09","11990","09001","86370","CT","Fairfield CT","Wilton town, Fairfield CT","Cannondale CDP, CT",75,1 
"09","12370","09003","12270","CT","Hartford CT","Canton town, Hartford CT","Canton Valley CDP, CT",815,1 
"09","14200","09009","14160","CT","New Haven CT","Cheshire town, New Haven CT","Cheshire Village CDP, CT",2637,1 
"09","14370","09007","14300","CT","Middlesex CT","Chester town, Middlesex CT","Chester Center CDP, CT",800,1 
"09","14615","09005","52630","CT","Litchfield CT","New Milford town, Litchfield CT","Chimney Point CDP, CT",50,1 
"09","15420","09007","15350","CT","Middlesex CT","Clinton town, Middlesex CT","Clinton CDP, CT",1758,1 
"09","15840","09011","15910","CT","New London CT","Colchester town, New London CT","Colchester CDP, CT",2259,1 
"09","16085","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Coleytown CDP, CT",1229,1 
"09","16120","09003","12270","CT","Hartford CT","Canton town, Hartford CT","Collinsville CDP, CT",1640,1 
"09","16525","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Compo CDP, CT",1382,1 
"09","16960","09011","34250","CT","New London CT","Groton town, New London CT","Conning Towers-Nautilus Park CDP, CT",2827,1 
"09","17170","09005","17240","CT","Litchfield CT","Cornwall town, Litchfield CT","Cornwall CDP, CT",56,1 
"09","17310","09005","17240","CT","Litchfield CT","Cornwall town, Litchfield CT","Cornwall Bridge CDP, CT",151,0.8935 
"09","17310","09005","67960","CT","Litchfield CT","Sharon town, Litchfield CT","Cornwall Bridge CDP, CT",18,0.1065 
"09","17520","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Cos Cob CDP, CT",2743,1 
"09","17835","09013","17800","CT","Tolland CT","Coventry town, Tolland CT","Coventry Lake CDP, CT",1446,1 
"09","18220","09013","25360","CT","Tolland CT","Ellington town, Tolland CT","Crystal Lake CDP, CT",887,1 
"09","18430","09001","18500","CT","Fairfield CT","Danbury town, Fairfield CT","Danbury city, CT",33562,1 
"09","18675","09001","77200","CT","Fairfield CT","Trumbull town, Fairfield CT","Daniels Farm CDP, CT",1970,1 
"09","18780","09015","40500","CT","Windham CT","Killingly town, Windham CT","Danielson borough, CT",1926,1 
"09","18936","09001","18850","CT","Fairfield CT","Darien town, Fairfield CT","Darien Downtown CDP, CT",558,1 
"09","18990","09015","40500","CT","Windham CT","Killingly town, Windham CT","Dayville CDP, CT",333,1 
"09","19200","09007","19130","CT","Middlesex CT","Deep River town, Middlesex CT","Deep River Center CDP, CT",1377,1 
"09","19480","09009","19550","CT","New Haven CT","Derby town, New Haven CT","Derby city, CT",5759,1 
"09","20250","09001","52980","CT","Fairfield CT","Newtown town, Fairfield CT","Dodgingtown CDP, CT",131,1 
"09","20740","09007","20810","CT","Middlesex CT","Durham town, Middlesex CT","Durham CDP, CT",1537,1 
"09","21160","09015","09190","CT","Windham CT","Brooklyn town, Windham CT","East Brooklyn CDP, CT",1009,1 
"09","22420","09007","22490","CT","Middlesex CT","East Hampton town, Middlesex CT","East Hampton CDP, CT",1258,1 
"09","22700","09003","22630","CT","Hartford CT","East Hartford town, Hartford CT","East Hartford CDP, CT",21361,1 
"09","22980","09009","22910","CT","New Haven CT","East Haven town, New Haven CT","East Haven CDP, CT",12394,1 
"09","24520","09001","48620","CT","Fairfield CT","Monroe town, Fairfield CT","East Village CDP, CT",1463,1 
"09","26370","09007","26270","CT","Middlesex CT","Essex town, Middlesex CT","Essex Village CDP, CT",1407,1 
"09","26698","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Fairfield University CDP, CT",26,1 
"09","27390","09005","10940","CT","Litchfield CT","Canaan town, Litchfield CT","Falls Village CDP, CT",224,1 
"09","27810","09007","57320","CT","Middlesex CT","Old Saybrook town, Middlesex CT","Fenwick borough, CT",77,1 
"09","30190","09011","42600","CT","New London CT","Ledyard town, New London CT","Gales Ferry CDP, CT",496,1 
"09","30470","09005","52630","CT","Litchfield CT","New Milford town, Litchfield CT","Gaylordsville CDP, CT",241,1 
"09","30540","09001","63480","CT","Fairfield CT","Redding town, Fairfield CT","Georgetown CDP, CT",209,0.2903 
"09","30540","09001","83430","CT","Fairfield CT","Weston town, Fairfield CT","Georgetown CDP, CT",67,0.0931 
"09","30540","09001","86370","CT","Fairfield CT","Wilton town, Fairfield CT","Georgetown CDP, CT",444,0.6167 
"09","31270","09003","31240","CT","Hartford CT","Glastonbury town, Hartford CT","Glastonbury Center CDP, CT",4132,1 
"09","31520","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Glenville CDP, CT",1120,1 
"09","33480","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Greens Farms CDP, CT",1238,1 
"09","33690","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Greenwich CDP, CT",6771,1 
"09","34180","09011","34250","CT","New London CT","Groton town, New London CT","Groton city, CT",4785,1 
"09","34460","09011","34250","CT","New London CT","Groton town, New London CT","Groton Long Point borough, CT",628,1 
"09","35020","09009","34950","CT","New Haven CT","Guilford town, New Haven CT","Guilford Center CDP, CT",1404,1 
"09","37000","09003","37070","CT","Hartford CT","Hartford town, Hartford CT","Hartford city, CT",53259,1 
"09","37490","09001","52980","CT","Fairfield CT","Newtown town, Fairfield CT","Hawleyville CDP, CT",61,1 
"09","37770","09003","25990","CT","Hartford CT","Enfield town, Hartford CT","Hazardville CDP, CT",2751,1 
"09","37930","09009","69640","CT","New Haven CT","Southbury town, New Haven CT","Heritage Village CDP, CT",3651,1 
"09","38050","09007","35230","CT","Middlesex CT","Haddam town, Middlesex CT","Higganum CDP, CT",953,1 
"09","39695","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Indian Field CDP, CT",294,1 
"09","39747","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Inglenook CDP, CT",356,1 
"09","39940","09011","33900","CT","New London CT","Griswold town, New London CT","Jewett City borough, CT",1608,1 
"09","40077","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Kellogg Point CDP, CT",21,1 
"09","40150","09003","04300","CT","Hartford CT","Berlin town, Hartford CT","Kensington CDP, CT",4283,1 
"09","40920","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Knollcrest CDP, CT",209,1 
"09","41226","09015","88190","CT","Windham CT","Woodstock town, Windham CT","Lake Bungee CDP, CT",325,1 
"09","41238","09015","01430","CT","Windham CT","Ashford town, Windham CT","Lake Chaffee CDP, CT",191,1 
"09","41410","09007","22490","CT","Middlesex CT","East Hampton town, Middlesex CT","Lake Pocotopaug CDP, CT",2427,1 
"09","41585","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Lakes East CDP, CT",516,1 
"09","41714","09001","68310","CT","Fairfield CT","Sherman town, Fairfield CT","Lakeside Woods CDP, CT",189,1 
"09","41736","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Lakes West CDP, CT",402,1 
"09","41830","09005","66420","CT","Litchfield CT","Salisbury town, Litchfield CT","Lakeville CDP, CT",645,1 
"09","43300","09005","43370","CT","Litchfield CT","Litchfield town, Litchfield CT","Litchfield borough, CT",657,1 
"09","43580","09001","77200","CT","Fairfield CT","Trumbull town, Fairfield CT","Long Hill CDP, CT",2920,1 
"09","43790","09011","34250","CT","New London CT","Groton town, New London CT","Long Hill CDP, CT",2319,1 
"09","44000","09001","74190","CT","Fairfield CT","Stratford town, Fairfield CT","Lordship CDP, CT",1462,1 
"09","44630","09009","44560","CT","New Haven CT","Madison town, New Haven CT","Madison Center CDP, CT",1400,1 
"09","44660","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Mamanasco Lake CDP, CT",209,1 
"09","44690","09003","44700","CT","Hartford CT","Manchester town, Hartford CT","Manchester CDP, CT",16321,1 
"09","45120","09013","44910","CT","Tolland CT","Mansfield town, Tolland CT","Mansfield Center CDP, CT",461,1 
"09","45995","09011","42600","CT","New London CT","Ledyard town, New London CT","Mashantucket CDP, CT",142,1 
"09","46240","09015","75870","CT","Windham CT","Thompson town, Windham CT","Mechanicsville CDP, CT",278,1 
"09","46450","09009","46520","CT","New Haven CT","Meriden town, New Haven CT","Meriden city, CT",26177,1 
"09","47290","09007","47360","CT","Middlesex CT","Middletown town, Middlesex CT","Middletown city, CT",21671,1 
"09","47515","09009","47535","CT","New Haven CT","Milford town, New Haven CT","Milford city (balance), CT",22967,1 
"09","47990","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Mill Plain CDP, CT",593,1 
"09","49110","09007","22280","CT","Middlesex CT","East Haddam town, Middlesex CT","Moodus CDP, CT",1018,1 
"09","49180","09015","59980","CT","Windham CT","Plainfield town, Windham CT","Moosup CDP, CT",1390,1 
"09","49720","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Murray CDP, CT",325,1 
"09","49810","09011","34250","CT","New London CT","Groton town, New London CT","Mystic CDP, CT",763,0.3272 
"09","49810","09011","73770","CT","New London CT","Stonington town, New London CT","Mystic CDP, CT",1569,0.6728 
"09","49880","09009","49950","CT","New Haven CT","Naugatuck town, New Haven CT","Naugatuck borough, CT",13239,1 
"09","50370","09003","50440","CT","Hartford CT","New Britain town, Hartford CT","New Britain city, CT",31510,1 
"09","50576","09001","50580","CT","Fairfield CT","New Canaan town, Fairfield CT","New Canaan CDP, CT",2807,1 
"09","51420","09005","51350","CT","Litchfield CT","New Hartford town, Litchfield CT","New Hartford Center CDP, CT",657,1 
"09","52000","09009","52070","CT","New Haven CT","New Haven town, New Haven CT","New Haven city, CT",57525,1 
"09","52210","09003","52140","CT","Hartford CT","Newington town, Hartford CT","Newington CDP, CT",13219,1 
"09","52280","09011","52350","CT","New London CT","New London town, New London CT","New London city, CT",12119,1 
"09","52560","09005","52630","CT","Litchfield CT","New Milford town, Litchfield CT","New Milford CDP, CT",3301,1 
"09","52770","09005","79720","CT","Litchfield CT","Washington town, Litchfield CT","New Preston CDP, CT",661,1 
"09","52910","09001","52980","CT","Fairfield CT","Newtown town, Fairfield CT","Newtown borough, CT",763,1 
"09","53120","09011","23400","CT","New London CT","East Lyme town, New London CT","Niantic CDP, CT",1989,1 
"09","53260","09011","34250","CT","New London CT","Groton town, New London CT","Noank CDP, CT",926,1 
"09","53400","09005","53470","CT","Litchfield CT","Norfolk town, Litchfield CT","Norfolk CDP, CT",336,1 
"09","53540","09001","18850","CT","Fairfield CT","Darien town, Fairfield CT","Noroton CDP, CT",1833,1 
"09","53610","09001","18850","CT","Fairfield CT","Darien town, Fairfield CT","Noroton Heights CDP, CT",1078,1 
"09","54450","09009","53890","CT","New Haven CT","North Branford town, New Haven CT","Northford CDP, CT",2362,1 
"09","54660","09003","32640","CT","Hartford CT","Granby town, Hartford CT","North Granby CDP, CT",684,1 
"09","54730","09015","75870","CT","Windham CT","Thompson town, Windham CT","North Grosvenor Dale CDP, CT",698,1 
"09","54940","09009","54870","CT","New Haven CT","North Haven town, New Haven CT","North Haven CDP, CT",9981,1 
"09","55725","09005","37280","CT","Litchfield CT","Harwinton town, Litchfield CT","Northwest Harwinton CDP, CT",1397,1 
"09","55990","09001","56060","CT","Fairfield CT","Norwalk town, Fairfield CT","Norwalk city, CT",38152,1 
"09","56200","09011","56270","CT","New London CT","Norwich town, New London CT","Norwich city, CT",18769,1 
"09","56690","09005","80490","CT","Litchfield CT","Watertown town, Litchfield CT","Oakville CDP, CT",3990,1 
"09","56900","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Old Greenwich CDP, CT",2440,1 
"09","56935","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Old Hill CDP, CT",1010,1 
"09","57180","09011","34250","CT","New London CT","Groton town, New London CT","Old Mystic CDP, CT",1501,1 
"09","57390","09007","57320","CT","Middlesex CT","Old Saybrook town, Middlesex CT","Old Saybrook Center CDP, CT",1250,1 
"09","57670","09009","57600","CT","New Haven CT","Orange town, New Haven CT","Orange CDP, CT",5480,1 
"09","57880","09001","74190","CT","Fairfield CT","Stratford town, Fairfield CT","Oronoque CDP, CT",2025,1 
"09","58520","09011","48900","CT","New London CT","Montville town, New London CT","Oxoboxo River CDP, CT",1549,1 
"09","59140","09011","73770","CT","New London CT","Stonington town, New London CT","Pawcatuck CDP, CT",2808,1 
"09","59210","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Pemberwick CDP, CT",1675,1 
"09","60090","09015","59980","CT","Windham CT","Plainfield town, Windham CT","Plainfield Village CDP, CT",1094,1 
"09","60260","09003","70550","CT","Hartford CT","Southington town, Hartford CT","Plantsville CDP, CT",971,1 
"09","60365","09001","23890","CT","Fairfield CT","Easton town, Fairfield CT","Plattsville CDP, CT",314,0.7388 
"09","60365","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Plattsville CDP, CT",111,0.2612 
"09","60540","09005","02760","CT","Litchfield CT","Barkhamsted town, Litchfield CT","Pleasant Valley CDP, CT",79,1 
"09","61555","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Poplar Plains CDP, CT",451,1 
"09","61730","09011","34250","CT","New London CT","Groton town, New London CT","Poquonock Bridge CDP, CT",690,1 
"09","61870","09007","61800","CT","Middlesex CT","Portland town, Middlesex CT","Portland CDP, CT",2691,1 
"09","62640","09015","62710","CT","Windham CT","Putnam town, Windham CT","Putnam CDP, CT",3424,1 
"09","63165","09015","88190","CT","Windham CT","Woodstock town, Windham CT","Quasset Lake CDP, CT",104,1 
"09","63270","09015","75870","CT","Windham CT","Thompson town, Windham CT","Quinebaug CDP, CT",519,1 
"09","63313","09009","35650","CT","New Haven CT","Hamden town, New Haven CT","Quinnipiac University CDP, CT",11,1 
"09","63620","09001","63480","CT","Fairfield CT","Redding town, Fairfield CT","Redding Center CDP, CT",116,1 
"09","63830","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Ridgebury CDP, CT",752,1 
"09","63900","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Ridgefield CDP, CT",3191,1 
"09","64530","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Riverside CDP, CT",3119,1 
"09","64880","09005","02760","CT","Litchfield CT","Barkhamsted town, Litchfield CT","Riverton CDP, CT",70,1 
"09","65160","09001","33620","CT","Fairfield CT","Greenwich town, Fairfield CT","Rock Ridge CDP, CT",268,1 
"09","65230","09013","78250","CT","Tolland CT","Vernon town, Tolland CT","Rockville CDP, CT",3971,1 
"09","65685","09001","63970","CT","Fairfield CT","Ridgefield town, Fairfield CT","Route 7 Gateway CDP, CT",281,1 
"09","66086","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Sacred Heart University CDP, CT",1,1 
"09","66113","09001","50860","CT","Fairfield CT","New Fairfield town, Fairfield CT","Sail Harbor CDP, CT",72,0.766 
"09","66113","09001","68310","CT","Fairfield CT","Sherman town, Fairfield CT","Sail Harbor CDP, CT",22,0.234 
"09","66455","09003","32640","CT","Hartford CT","Granby town, Hartford CT","Salmon Brook CDP, CT",1088,1 
"09","66700","09001","52980","CT","Fairfield CT","Newtown town, Fairfield CT","Sandy Hook CDP, CT",3561,1 
"09","66770","09001","83500","CT","Fairfield CT","Westport town, Fairfield CT","Saugatuck CDP, CT",1286,1 
"09","67050","09007","57320","CT","Middlesex CT","Old Saybrook town, Middlesex CT","Saybrook Manor CDP, CT",1051,1 
"09","67890","09005","67960","CT","Litchfield CT","Sharon town, Litchfield CT","Sharon CDP, CT",420,1 
"09","68100","09001","68170","CT","Fairfield CT","Shelton town, Fairfield CT","Shelton city, CT",17174,1 
"09","68240","09001","68310","CT","Fairfield CT","Sherman town, Fairfield CT","Sherman CDP, CT",50,1 
"09","68450","09003","25990","CT","Hartford CT","Enfield town, Hartford CT","Sherwood Manor CDP, CT",2441,1 
"09","69010","09003","68940","CT","Hartford CT","Simsbury town, Hartford CT","Simsbury Center CDP, CT",2810,1 
"09","69150","09013","69220","CT","Tolland CT","Somers town, Tolland CT","Somers CDP, CT",881,1 
"09","69990","09013","17800","CT","Tolland CT","Coventry town, Tolland CT","South Coventry CDP, CT",743,1 
"09","71040","09001","26620","CT","Fairfield CT","Fairfield town, Fairfield CT","Southport CDP, CT",898,1 
"09","71215","09001","86370","CT","Fairfield CT","Wilton town, Fairfield CT","South Wilton CDP, CT",632,1 
"09","71250","09015","86790","CT","Windham CT","Windham town, Windham CT","South Windham CDP, CT",644,1 
"09","71460","09003","25990","CT","Hartford CT","Enfield town, Hartford CT","Southwood Acres CDP, CT",3333,1 
"09","71530","09015","88190","CT","Windham CT","Woodstock town, Windham CT","South Woodstock CDP, CT",677,1 
